ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Days_Member,Marital_Single,Marital_Together,Marital_Divorced,Marital_Married,Marital_YOLO,Marital_Widow,Marital_Alone,Marital_Absurd,MntRegProducts,MntAllProducts,TotalAcceptedCmp,Edu_Graduation,Edu_PhD,Edu_Master,Edu_2n_Cycle,Edu_Basic
1409,Graduation,Together,40689,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,72,3612,0,1,0,0,0,0,0,0,345,444,0,1,0,0,0,0
7892,Graduation,Single,18589,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,54,3687,1,0,0,0,0,0,0,0,62,75,0,1,0,0,0,0
2404,Graduation,Married,53359,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,47,3542,0,0,0,1,0,0,0,0,216,257,0,1,0,0,0,0
9422,Graduation,Married,38360,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,34,3538,0,0,0,1,0,0,0,0,121,131,0,1,0,0,0,0
1966,PhD,Married,84618,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,58,3363,0,0,0,1,0,0,0,0,1672,1672,1,0,1,0,0,0
6864,Master,Divorced,10979,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,34,3182,0,0,1,0,0,0,0,0,26,30,0,0,0,1,0,0
3033,Master,Together,38620,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,60,3558,0,1,0,0,0,0,0,0,229,318,0,0,0,1,0,0
5710,Graduation,Together,40548,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,53,3771,0,1,0,0,0,0,0,0,117,120,1,1,0,0,0,0
7373,PhD,Divorced,46610,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,71,3752,0,0,1,0,0,0,0,0,259,302,0,0,1,0,0,0
8755,Master,Married,68657,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,77,3638,0,0,0,1,0,0,0,0,1174,1196,0,0,0,1,0,0
10738,Master,Single,49389,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,72,3448,1,0,0,0,0,0,0,0,62,65,0,0,0,1,0,0
4339,PhD,Married,67353,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,53,3324,0,0,0,1,0,0,0,0,878,913,0,0,1,0,0,0
10755,2n Cycle,Married,23718,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,47,3444,0,0,0,1,0,0,0,0,45,81,0,0,0,0,1,0
8595,Graduation,Widow,42429,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,50,3282,0,0,0,0,0,1,0,0,63,67,0,1,0,0,0,0
2968,PhD,Divorced,48948,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,80,3657,0,0,1,0,0,0,0,0,860,902,1,0,1,0,0,0
8601,Graduation,Married,80011,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,43,3570,0,0,0,1,0,0,0,0,1293,1395,0,1,0,0,0,0
503,Master,Married,20559,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,3618,0,0,0,1,0,0,0,0,46,53,0,0,0,1,0,0
8430,Graduation,Together,21994,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,66,3696,0,1,0,0,0,0,0,0,19,22,0,1,0,0,0,0
2139,Master,Married,7500,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,48,3414,0,0,0,1,0,0,0,0,19,31,0,0,0,1,0,0
1371,Graduation,Single,79941,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,47,3145,1,0,0,0,0,0,0,0,810,984,0,1,0,0,0,0
9909,2n Cycle,Married,7500,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,27,3741,0,0,0,1,0,0,0,0,72,122,0,0,0,0,1,0
7286,Graduation,Together,41728,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,55,3545,0,1,0,0,0,0,0,0,42,55,0,1,0,0,0,0
6566,PhD,Married,72550,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,69,3742,0,0,0,1,0,0,0,0,1281,1319,0,0,1,0,0,0
8614,Graduation,Widow,65486,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,66,3192,0,0,0,0,0,1,0,0,493,507,0,1,0,0,0,0
4114,Master,Married,79143,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,59,3831,0,0,0,1,0,0,0,0,1661,1693,0,0,0,1,0,0
1331,Graduation,Single,35790,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,46,3687,1,0,0,0,0,0,0,0,69,72,0,1,0,0,0,0
2225,Graduation,Divorced,82582,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,46,3166,0,0,1,0,0,0,0,0,1376,1617,2,1,0,0,0,0
9381,Graduation,Married,66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,45,3526,0,0,0,1,0,0,0,0,497,606,0,1,0,0,0,0
6260,Master,Together,82384,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,68,3731,0,1,0,0,0,0,0,0,1767,1957,1,0,0,1,0,0
10383,Graduation,Divorced,70287,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,57,3597,0,0,1,0,0,0,0,0,1053,1093,0,1,0,0,0,0
7437,Graduation,Single,27938,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,35,3206,1,0,0,0,0,0,0,0,24,29,0,1,0,0,0,0
8375,PhD,Married,55954,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,55,3262,0,0,0,1,0,0,0,0,475,518,0,0,1,0,0,0
6853,Master,Single,75777,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,41,3504,1,0,0,0,0,0,0,0,1358,1438,2,0,0,1,0,0
3076,Graduation,Together,66653,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,48,3804,0,1,0,0,0,0,0,0,606,612,0,1,0,0,0,0
1012,Graduation,Single,61823,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,71,3640,1,0,0,0,0,0,0,0,715,884,0,1,0,0,0,0
6518,PhD,Widow,67680,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,72,3527,0,0,0,0,0,1,0,0,600,606,0,0,1,0,0,0
4137,Graduation,Together,70666,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,75,3349,0,1,0,0,0,0,0,0,1046,1076,0,1,0,0,0,0
8082,Graduation,Married,25721,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,52,3548,0,0,0,1,0,0,0,0,19,34,0,1,0,0,0,0
1386,Graduation,Together,32474,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,3193,0,1,0,0,0,0,0,0,11,11,0,1,0,0,0,0
9369,2n Cycle,Single,88194,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,44,3246,1,0,0,0,0,0,0,0,1236,1274,2,0,0,0,1,0
4477,Graduation,Together,69096,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,65,3419,0,1,0,0,0,0,0,0,544,653,0,1,0,0,0,0
1357,Graduation,Together,74854,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,53,3591,0,1,0,0,0,0,0,0,1489,1562,0,1,0,0,0,0
1402,Master,Married,66991,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,69,3800,0,0,0,1,0,0,0,0,1241,1253,0,0,0,1,0,0
6312,Graduation,Married,65031,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,64,3613,0,0,0,1,0,0,0,0,777,863,0,1,0,0,0,0
8132,PhD,Married,60631,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,48,3594,0,0,0,1,0,0,0,0,642,661,1,0,1,0,0,0
1050,Graduation,Married,28332,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,71,3204,0,0,0,1,0,0,0,0,56,65,0,1,0,0,0,0
5846,Graduation,Divorced,40246,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,3701,0,0,1,0,0,0,0,0,12,13,0,1,0,0,0,0
1859,Master,Married,75251,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,51,3815,0,0,0,1,0,0,0,0,1872,1890,0,0,0,1,0,0
7503,Graduation,Single,75825,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,47,3769,1,0,0,0,0,0,0,0,2158,2209,1,1,0,0,0,0
10401,2n Cycle,Together,26326,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,47,3442,0,1,0,0,0,0,0,0,9,18,0,0,0,0,1,0
1618,Graduation,Together,56046,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,58,3687,0,1,0,0,0,0,0,0,641,692,1,1,0,0,0,0
3332,Graduation,Single,29760,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,38,3813,1,0,0,0,0,0,0,0,148,165,0,1,0,0,0,0
2261,Graduation,Married,26304,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,3515,0,0,0,1,0,0,0,0,12,16,0,1,0,0,0,0
5346,2n Cycle,Married,23559,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,50,3505,0,0,0,1,0,0,0,0,56,79,0,0,0,0,1,0
4119,Master,Together,38620,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,60,3558,0,1,0,0,0,0,0,0,229,318,0,0,0,1,0,0
535,Graduation,Divorced,81361,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,36,3268,0,0,1,0,0,0,0,0,702,778,0,1,0,0,0,0
5268,Graduation,Married,29440,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,63,3466,0,0,0,1,0,0,0,0,53,56,0,1,0,0,0,0
273,Master,Married,36138,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,53,3492,0,0,0,1,0,0,0,0,146,151,1,0,0,1,0,0
4452,Graduation,Single,50388,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,66,3176,1,0,0,0,0,0,0,0,338,372,2,1,0,0,0,0
8504,Graduation,Married,79593,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,50,3192,0,0,0,1,0,0,0,0,1221,1366,1,1,0,0,0,0
771,Graduation,Together,54178,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,56,3303,0,1,0,0,0,0,0,0,187,194,0,1,0,0,0,0
11178,Master,Single,42394,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,3242,1,0,0,0,0,0,0,0,28,32,0,0,0,1,0,0
2230,PhD,Married,23626,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,53,3180,0,0,0,1,0,0,0,0,43,43,0,0,1,0,0,0
7516,Graduation,Married,30096,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,40,3182,0,0,0,1,0,0,0,0,36,45,0,1,0,0,0,0
7247,Graduation,Widow,47916,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,63,3728,0,0,0,0,0,1,0,0,531,606,1,1,0,0,0,0
11100,Graduation,Divorced,51813,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,51,3588,0,0,1,0,0,0,0,0,61,63,0,1,0,0,0,0
4646,2n Cycle,Married,78497,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,72,3354,0,0,0,1,0,0,0,0,755,978,1,0,0,0,1,0
3037,PhD,Married,50150,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,40,3518,0,0,0,1,0,0,0,0,399,410,0,0,1,0,0,0
1473,2n Cycle,Single,47823,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,63,3485,1,0,0,0,0,0,0,0,62,72,0,0,0,0,1,0
1016,PhD,Single,34554,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,64,3235,1,0,0,0,0,0,0,0,50,55,0,0,1,0,0,0
4518,Graduation,Together,85693,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,44,3579,0,1,0,0,0,0,0,0,1058,1169,0,1,0,0,0,0
9370,PhD,Married,65846,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,78,3552,0,0,0,1,0,0,0,0,1039,1120,0,0,1,0,0,0
8908,Graduation,Married,87195,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,64,3196,0,0,0,1,0,0,0,0,1059,1097,0,1,0,0,0,0
8373,Basic,Together,24594,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,44,3345,0,1,0,0,0,0,0,0,20,29,0,0,0,0,0,1
7533,Graduation,Married,49096,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,59,3422,0,0,0,1,0,0,0,0,180,187,0,1,0,0,0,0
2683,Graduation,Married,52413,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,54,3656,0,0,0,1,0,0,0,0,845,910,0,1,0,0,0,0
3629,Graduation,Single,38557,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,45,3701,1,0,0,0,0,0,0,0,118,145,0,1,0,0,0,0
10991,Master,Married,89058,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,63,3713,0,0,0,1,0,0,0,0,807,850,0,0,0,1,0,0
5077,Graduation,Together,77298,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,44,3383,0,1,0,0,0,0,0,0,890,969,0,1,0,0,0,0
7431,PhD,Single,68126,0,0,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,32,3740,1,0,0,0,0,0,0,0,1734,1820,1,0,1,0,0,0
3267,Master,Together,57288,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,60,3148,0,1,0,0,0,0,0,0,548,608,1,0,0,1,0,0
999,Graduation,Single,86037,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,32,3687,1,0,0,0,0,0,0,0,708,730,2,1,0,0,0,0
9215,PhD,Married,43974,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,43,3708,0,0,0,1,0,0,0,0,479,551,0,0,1,0,0,0
2286,Graduation,Single,50785,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,61,3436,1,0,0,0,0,0,0,0,87,114,0,1,0,0,0,0
1592,Graduation,Married,90765,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,53,3300,0,0,0,1,0,0,0,0,1691,1724,2,1,0,0,0,0
367,2n Cycle,Married,36550,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,45,3639,0,0,0,1,0,0,0,0,457,577,0,0,0,0,1,0
5234,2n Cycle,Together,30753,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,56,3497,0,1,0,0,0,0,0,0,51,81,0,0,0,0,1,0
9862,Graduation,Together,21918,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,54,3371,0,1,0,0,0,0,0,0,30,33,0,1,0,0,0,0
9805,Master,Together,56129,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,70,3518,0,1,0,0,0,0,0,0,612,660,0,0,0,1,0,0
6205,Master,Single,32557,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,56,3269,1,0,0,0,0,0,0,0,70,80,0,0,0,1,0,0
8442,Master,Married,19510,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,38,3442,0,0,0,1,0,0,0,0,23,30,0,0,0,1,0,0
7386,Graduation,Divorced,30992,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,3577,0,0,1,0,0,0,0,0,41,43,0,1,0,0,0,0
7215,Graduation,Single,101970,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,40,3618,1,0,0,0,0,0,0,0,967,1135,3,1,0,0,0,0
1491,2n Cycle,Together,71488,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,58,3640,0,1,0,0,0,0,0,0,387,559,0,0,0,0,1,0
11071,Graduation,Single,79607,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,39,3578,1,0,0,0,0,0,0,0,1707,1923,0,1,0,0,0,0
3381,Master,Married,54348,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,70,3165,0,0,0,1,0,0,0,0,86,90,0,0,0,1,0,0
11051,PhD,Together,77376,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,67,3194,0,1,0,0,0,0,0,0,649,661,0,0,1,0,0,0
8026,Graduation,Married,62998,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,71,3416,0,0,0,1,0,0,0,0,405,463,0,1,0,0,0,0
433,Master,Alone,61331,1,1,2013-03-10,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,65,3620,0,0,0,0,0,0,1,0,591,632,0,0,0,1,0,0
9597,Graduation,Married,73448,0,0,2014-02-10,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,54,3283,0,0,0,1,0,0,0,0,595,725,0,1,0,0,0,0
5290,PhD,Married,41551,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,59,3463,0,0,0,1,0,0,0,0,256,279,0,0,1,0,0,0
1685,PhD,Together,62981,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,56,3613,0,1,0,0,0,0,0,0,1482,1482,1,0,1,0,0,0
5342,Basic,Divorced,9548,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,47,3834,0,0,1,0,0,0,0,0,20,29,0,0,0,0,0,1
9579,PhD,Married,33762,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,64,3501,0,0,0,1,0,0,0,0,90,106,0,0,1,0,0,0
